Date(UTC),UnixTimeStamp,eth_etherprice,eth_tx,eth_address,eth_supply,eth_marketcap,eth_hashrate,eth_difficulty,eth_blocks,eth_uncles,eth_blocksize,eth_blocktime,eth_gasprice,eth_gaslimit,eth_gasused,eth_ethersupply,eth_ens_register
7/10/2017,1499644800,205.76,302633,4236883,93191251.75,19175.0319601,65577.096,1198.735,4594,387,10586,18.59,22840512365,6716413,13402974481,24433.59375,1529.0
7/11/2017,1499731200,190.55,291677,4279139,93215219.875,17762.1601472,65016.2,1214.203,4520,364,10484,18.95,24575033101,6719173,14105413216,23968.125,1718.0
7/12/2017,1499817600,224.15,283828,4320310,93239157.8438,20899.5572307,63527.1745,1185.959,4509,367,10735,18.95,24301621064,6718363,14232178771,23937.96875,1482.0
7/13/2017,1499904000,205.41,260745,4368629,93262929.4062,19157.1383293,65108.2642,1207.945,4512,322,10676,18.88,23629822115,6717910,14997729804,23771.5625,1980.0
7/14/2017,1499990400,197.14,249381,4400742,93286700.6562,18390.5401674,62983.6578,1182.556,4502,332,10040,19.02,23119742999,6716113,12734885135,23771.25,2209.0
7/15/2017,1500076800,169.1,231961,4428324,93310853.0,15778.8652423,66076.6514,1207.945,4603,303,8747,18.58,26644007281,6716173,10654024056,24152.34375,2875.0
7/16/2017,1500163200,155.42,249138,4460257,93334862.6875,14506.1043589,67381.9726,1243.782,4575,302,9225,18.71,24225254470,6716029,11266129267,24009.6875,3332.0
7/17/2017,1500249600,189.97,248473,4498727,93358380.9688,17735.2916326,63714.9942,1204.494,4459,325,9814,19.17,25008451290,6718321,11980769662,23518.28125,2651.0
7/18/2017,1500336000,227.09,271055,4548962,93382331.2812,21206.1936107,65488.9339,1213.897,4551,318,11286,18.82,26922445269,6717085,14125844187,23950.3125,2170.0
7/19/2017,1500422400,194.41,270122,4584881,93406814.875,18159.2188798,67929.301,1233.999,4637,347,10282,18.43,25859171423,6720068,12131955982,24483.59375,2251.0
7/20/2017,1500508800,226.33,250065,4626800,93431307.6875,21146.3078689,69759.1232,1271.418,4632,358,9370,18.44,23785270501,6719188,11664100238,24492.8125,724.0
7/21/2017,1500595200,216.33,232560,4665313,93455149.875,20217.1525725,70210.3022,1304.971,4543,302,8661,18.85,34121661718,6716253,10446514542,23842.1875,688.0
7/22/2017,1500681600,230.47,205574,4692029,93479457.2188,21544.2105052,70344.6082,1278.26,4649,283,7992,18.45,24728177686,6715453,9524071657,24307.34375,680.0
7/23/2017,1500768000,228.32,260490,4728803,93503940.5,21348.819695,72662.8193,1315.028,4660,313,9282,18.33,24411781141,6718064,11670362240,24483.28125,596.0
7/24/2017,1500854400,225.48,263095,4766918,93527999.4062,21088.6933061,71086.1935,1302.508,4582,301,10560,18.62,24993645320,6719529,13611993829,24058.90625,538.0
7/25/2017,1500940800,203.59,242956,4807986,93552692.0625,19046.392577,74060.8637,1328.375,4686,333,9766,18.24,26699669746,6717047,12380952661,24692.65625,637.0
7/26/2017,1501027200,202.88,223010,4842532,93577207.0625,18984.9437688,73375.4017,1331.461,4650,336,8403,18.43,26644959295,6717215,10833315646,24515.0,691.0
7/27/2017,1501113600,202.93,225435,4872429,93601559.7188,18994.5645137,72620.6995,1321.721,4634,309,8346,18.45,25759576270,6719491,10120647777,24352.65625,569.0
7/28/2017,1501200000,191.21,246494,4903853,93626244.875,17902.2742825,73591.6983,1332.368,4647,381,9258,18.45,25160319003,6716225,11945897337,24685.15625,511.0
7/29/2017,1501286400,206.14,198773,4930947,93650737.375,19305.1630025,74151.5719,1332.178,4683,284,7452,18.29,24073380192,6716620,9555608826,24492.5,512.0
7/30/2017,1501372800,196.78,206624,4974090,93675455.0312,18433.456041,75662.6423,1359.901,4704,317,7621,18.25,23908993567,6715754,11830615520,24717.65625,654.0
7/31/2017,1501459200,201.33,250090,5010515,93699513.625,18864.5230781,76650.4709,1426.54,4535,363,9291,18.87,22305961187,6716796,12631771948,24058.59375,919.0
8/1/2017,1501545600,225.9,218582,5049868,93720934.0938,21171.5590118,78324.6735,1606.73,4087,259,9503,20.93,25462492943,6716626,12712633763,21420.46875,726.0
8/2/2017,1501632000,218.12,231068,5088235,93742069.4062,20447.0201789,76805.5107,1606.524,4044,242,9426,21.24,25145539900,6717179,11528446756,21135.3125,986.0
8/3/2017,1501718400,224.39,236335,5129817,93763035.8125,21039.487606,73485.2744,1555.875,3976,281,9597,21.55,24881344614,6716926,12302333888,20966.40625,724.0
8/4/2017,1501804800,220.6,257160,5169164,93784340.8125,20688.8255832,76294.8801,1590.668,4040,292,10507,21.13,22630338284,6715427,12936116501,21305.0,359.0
8/5/2017,1501891200,253.09,261400,5207095,93805528.625,23741.2412397,75945.2472,1585.689,4034,270,10427,21.22,23984146001,6717059,12932883007,21187.8125,481.0
8/6/2017,1501977600,264.56,265127,5250459,93826794.25,24822.8166868,76031.0312,1598.932,4032,292,10463,21.29,24293412889,6718368,12563169019,21265.625,768.0
8/7/2017,1502064000,269.94,281172,5302339,93848415.8125,25333.4413644,78413.598,1619.968,4094,298,11867,20.92,25187717437,6714909,13825333409,21621.5625,845.0
8/8/2017,1502150400,296.51,318866,5357059,93870051.125,27833.4088591,80067.1003,1636.256,4093,306,13278,20.88,23836962422,6716451,15480719454,21635.3125,1392.0
8/9/2017,1502236800,295.28,280308,5409615,93891780.5,27724.364946,80473.311,1661.335,4113,304,11373,20.85,24062207266,6715690,14138834844,21729.375,716.0
8/10/2017,1502323200,298.28,338241,5469308,93913244.25,28012.4424949,79867.4397,1650.127,4029,340,13581,21.07,24244829373,6718003,15013390317,21463.75,749.0
8/11/2017,1502409600,309.32,356682,5529892,93935146.2812,29056.0194477,79800.4549,1640.151,4105,353,14429,20.79,25055821756,6717068,16970909183,21902.03125,900.0
8/12/2017,1502496000,308.02,338654,5585573,93957067.2188,28940.6558447,81155.1032,1692.527,4113,342,13642,20.73,24802395477,6720718,16866888987,21920.9375,383.0
8/13/2017,1502582400,296.62,333011,5647075,93979101.9062,27876.0812074,82477.7754,1690.846,4129,350,12993,20.73,22053673388,6720021,16412188461,22034.6875,1938.0
8/14/2017,1502668800,299.16,410061,5725888,94001140.0312,28121.3810517,85027.6468,1728.855,4133,344,15655,20.61,22124106465,6720094,19420639505,22038.125,1106.0
8/15/2017,1502755200,286.52,413246,5810917,94023364.4062,26939.5743697,84680.7779,1734.349,4132,392,16403,20.73,21732658516,6721524,22420514846,22224.375,366.0
8/16/2017,1502841600,301.38,413624,5866922,94045930.1875,28343.5624399,85419.7948,1713.531,4166,437,17360,20.43,34716303601,6722669,23252716251,22565.78125,326.0
8/17/2017,1502928000,300.3,428007,5934207,94068463.1562,28248.7594858,85593.3951,1738.425,4144,455,17330,20.61,29045025650,6718785,22078488852,22532.96875,593.0
8/18/2017,1503014400,292.62,443356,6004737,94090773.625,27532.8421781,85743.5067,1745.446,4136,407,17335,20.68,44653492844,6714227,21706184631,22310.46875,742.0
8/19/2017,1503100800,293.02,377418,6067912,94113338.0,27577.0903008,89581.1457,1795.854,4211,380,16348,20.29,25853813413,6711012,19220763789,22564.375,1633.0
8/20/2017,1503187200,298.2,309926,6127189,94135470.5,28071.1973031,88118.4535,1792.593,4156,340,12825,20.65,22972240493,6709809,15896801546,22132.5,535.0
8/21/2017,1503273600,321.85,392880,6186106,94158216.2812,30304.8219101,89205.8842,1785.087,4233,401,15179,20.31,23061643547,6711475,17401005729,22745.78125,277.0
8/22/2017,1503360000,313.37,364727,6252808,94180738.9375,29513.4181608,89615.1901,1804.398,4185,409,14259,20.38,23423033219,6708686,17186834718,22522.65625,581.0
8/23/2017,1503446400,317.4,374711,6322823,94203348.9375,29900.1429528,91496.916,1843.057,4216,392,14352,20.38,23256200293,6710940,17213958732,22610.0,720.0
8/24/2017,1503532800,325.28,352465,6375451,94225880.6562,30649.7944599,90336.1265,1828.189,4184,411,13796,20.51,24488987225,6712606,15605369701,22531.71875,595.0
8/25/2017,1503619200,330.06,352621,6425907,94244701.4375,31106.4061565,89994.9238,2154.673,3554,269,15772,24.18,25311366617,6712044,14108202514,18820.78125,1017.0
8/26/2017,1503705600,332.86,306268,6471420,94263267.2188,31376.4711264,90955.4417,2200.006,3499,269,14625,24.58,22816054496,6714048,14015346534,18565.78125,472.0
8/27/2017,1503792000,347.88,324173,6521068,94281902.6875,32798.7883069,90454.326,2180.133,3514,271,14945,24.43,22152769744,6714308,15001225365,18635.46875,392.0
8/28/2017,1503878400,347.66,363799,6574380,94300328.1562,32784.4520868,86753.1361,2133.303,3446,303,17757,25.0,23023333378,6714858,16485319187,18425.46875,436.0
8/29/2017,1503964800,372.35,394649,6636587,94319408.3125,35119.8316852,92088.0857,2204.097,3541,349,18455,24.22,26062902403,6720141,20167518335,19080.15625,326.0
8/30/2017,1504051200,383.86,400220,6703644,94338352.2188,36212.7198827,93823.0467,2231.15,3531,329,18827,24.21,25922353625,6715003,18328764907,18943.90625,405.0
8/31/2017,1504137600,388.33,384421,6771516,94357118.3125,36641.6997543,90901.5865,2215.537,3473,347,17436,24.64,36202779201,6715657,19022461476,18766.09375,185.0
9/1/2017,1504224000,391.42,390997,6837885,94375947.6875,36940.6334438,92728.0146,2233.569,3521,308,18436,24.43,29038234385,6718999,19038356374,18829.375,371.0
9/2/2017,1504310400,351.03,331797,6892287,94394795.8125,33135.4051741,93720.5494,2231.26,3541,288,15334,24.2,62682734227,6716871,15951133510,18848.125,420.0
9/3/2017,1504396800,352.45,302525,6941689,94413437.8438,33276.016168,95055.9858,2250.289,3539,241,13871,24.24,24625907338,6713503,14093399641,18642.03125,479.0
9/4/2017,1504483200,303.7,442592,7004719,94432358.9375,28679.1074093,93647.0268,2243.963,3527,323,19760,24.33,27792328086,6717796,18669548895,18921.09375,535.0
9/5/2017,1504569600,317.94,444572,7067974,94451460.1875,30029.897252,93755.3541,2231.041,3559,332,19704,24.08,30139309787,6718965,20587720062,19101.25,227.0
9/6/2017,1504656000,338.92,496376,7136790,94470348.4688,32017.890503,92625.4335,2232.6,3510,345,22603,24.44,36519706124,6720505,21850533489,18888.28125,224.0
9/7/2017,1504742400,335.37,448347,7201288,94489481.125,31688.9372849,94467.199,2253.842,3547,353,21135,24.16,36147491376,6715732,21860214702,19132.65625,207.0
9/8/2017,1504828800,306.72,463670,7267913,94508748.3125,28987.7232824,99874.6125,2351.174,3592,330,20975,23.86,42275877643,6719904,21076267456,19267.1875,229.0
9/9/2017,1504915200,303.79,383654,7329084,94527784.0938,28716.5955298,98008.0751,2321.405,3561,313,17147,24.01,29941043195,6716947,17994285809,19035.78125,273.0
9/10/2017,1505001600,299.21,325128,7379849,94546772.8438,28289.3399026,97253.2383,2289.896,3574,292,14680,24.03,36135150446,6715625,15867451570,18988.75,402.0
9/11/2017,1505088000,297.95,365384,7444820,94565618.9375,28175.8261624,97867.1491,2312.746,3551,279,16764,24.12,26441744516,6714227,17619207471,18846.09375,217.0
9/12/2017,1505174400,294.1,404898,7508515,94584931.4375,27817.4283358,101026.2362,2375.29,3603,328,18037,23.83,28430040166,6714220,19047548800,19312.5,199.0
9/13/2017,1505260800,275.84,365679,7563718,94603829.7188,26095.5203896,96862.5167,2324.138,3536,313,16933,24.19,27123610125,6715468,18052205923,18898.28125,274.0
9/14/2017,1505347200,223.14,380251,7618435,94623119.4062,21114.2028643,99538.6898,2321.976,3599,330,17288,23.71,28372005082,6715044,18330776595,19289.6875,296.0
9/15/2017,1505433600,259.57,441767,7679736,94642655.8125,24566.3941693,101654.7838,2366.097,3616,373,19312,23.56,35527257414,6717105,20666662769,19536.40625,260.0
9/16/2017,1505520000,254.49,373764,7729925,94661993.7812,24090.5307974,100630.004,2350.116,3609,331,16698,23.68,35281116400,6717637,20417940497,19337.96875,539.0
9/17/2017,1505606400,258.4,289517,7772453,94681215.8125,24465.626166,102518.68,2390.881,3630,273,14350,23.67,32847109838,6716056,16461120596,19222.03125,267.0
9/18/2017,1505692800,297.53,362764,7822945,94700280.8125,28176.1745501,100308.5274,2351.653,3557,332,17536,23.99,27527967857,6718339,18065378622,19065.0,646.0
9/19/2017,1505779200,283.0,337752,7878304,94719653.7812,26805.6620201,102499.12,2380.774,3628,315,16596,23.53,28240983765,6717099,18037053711,19372.96875,360.0
9/20/2017,1505865600,283.56,324984,7943832,94738835.8125,26864.144283,101517.21,2380.957,3600,297,16028,23.74,30102925181,6715542,19198494584,19182.03125,170.0
9/21/2017,1505952000,257.77,317074,8006858,94758172.2188,24425.8140528,104042.0377,2405.383,3645,285,16104,23.53,23983898010,6717385,17557702349,19336.40625,453.0
9/22/2017,1506038400,262.94,271470,8042491,94773915.8125,24919.8534237,104698.4895,2938.237,3001,187,16972,28.57,24379043547,6716774,14989028970,15743.59375,463.0
9/23/2017,1506124800,286.14,260107,8078626,94788921.5938,27122.9020248,100932.1989,2960.802,2884,149,15951,29.78,23562292733,6713163,14148926235,15005.78125,167.0
9/24/2017,1506211200,282.6,280929,8112522,94804383.0,26791.7186358,102079.6576,2945.612,2938,193,17983,29.19,28226701571,6715000,15049348283,15461.40625,142.0
9/25/2017,1506297600,294.89,306614,8153119,94819257.375,27961.2508073,98483.7466,2912.421,2836,176,19577,30.16,25547420148,6715944,15438672580,14874.375,190.0
9/26/2017,1506384000,288.64,306075,8211953,94834464.25,27373.0197611,98888.3825,2887.116,2890,192,18527,29.56,24571949910,6716846,17258565559,15206.875,203.0
9/27/2017,1506470400,309.97,309047,8269803,94849875.3438,29400.6158603,100067.2592,2916.043,2904,227,18893,29.54,26548967736,6716780,16132176667,15411.09375,183.0
9/28/2017,1506556800,302.77,329208,8323753,94864873.3125,28722.2376928,98281.0989,2896.072,2856,183,20553,30.02,25409632808,6716179,15969409283,14997.96875,144.0
9/29/2017,1506643200,292.58,326502,8364828,94879725.8125,27759.9101782,94268.7683,2802.971,2829,184,21540,30.31,23184436268,6715709,15903325578,14852.5,131.0
9/30/2017,1506729600,302.77,295798,8406110,94894657.2188,28731.2553661,92965.1376,2773.895,2840,189,21998,30.27,26231412090,6717220,15741288840,14931.40625,140.0
10/1/2017,1506816000,303.95,283871,8439933,94909789.875,28847.8306325,97076.6802,2865.649,2862,209,21781,30.08,24190581701,6717855,15310702625,15132.65625,295.0
10/2/2017,1506902400,296.81,306095,8487973,94924879.0938,28174.6533638,96404.5837,2861.171,2842,223,21143,30.16,25376879520,6718652,15476144246,15089.21875,269.0
10/3/2017,1506988800,291.12,327906,8537476,94940057.5312,27638.9495485,96318.9962,2838.826,2862,222,20918,29.9,23882103385,6718978,16505707600,15178.4375,403.0
